Assemblage_Name	2841260-4-3	0-39310-521843	3-2-242690	5461838-2931217-1	4526729-2936949-6748942	3-4683212-2	1-4-3	3-2-2	3-2931217-1	3-9231708-1112267	0-39310-4546457	3-7730239-2	198614-4969411-521843	3-4-1112267	3-8238677-2	3-4-1	3-4-2226405	0-6733022-4546457	0-4969411-521843	0-9760678-521843	2841260-4-3757670	3-2-3376722	0-39310-2327019
assemblage-189-134	0	66	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	104	0	0	0	0	301
assemblage-392-56	62	0	0	0	0	0	98	0	0	0	72	0	0	0	0	0	0	0	0	0	0	60	208
assemblage-523-359	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	127	0	0	0	0	261
assemblage-476-33	56	0	0	0	0	0	89	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	268
assemblage-386-368	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	176	0	0	0	0	224
assemblage-423-228	48	0	0	0	0	0	0	0	81	0	104	0	0	0	0	0	0	0	0	0	0	0	267
assemblage-515-53	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	321
assemblage-7-404	0	0	0	46	0	0	0	0	73	0	0	0	0	0	0	0	0	147	0	0	0	0	234
assemblage-173-80	0	0	0	0	0	0	63	93	0	0	0	0	0	0	0	73	0	0	0	0	0	0	271
assemblage-384-138	88	0	0	0	0	0	0	0	76	0	65	0	0	0	0	0	0	0	0	0	0	0	271
assemblage-536-390	0	81	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	139	0	0	0	0	235
assemblage-38-69	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	144	0	0	0	0	251
assemblage-243-365	0	0	0	0	0	0	0	0	0	0	140	0	0	0	97	72	0	0	0	0	0	0	191
assemblage-154-54	61	0	0	0	0	0	94	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	254
assemblage-283-121	0	57	0	0	0	0	0	0	61	0	42	0	0	0	0	0	0	106	0	0	0	0	234
assemblage-385-262	0	0	0	0	0	0	53	113	0	0	0	0	0	0	0	53	0	0	0	0	0	0	281
assemblage-335-13	53	0	0	0	0	0	101	54	0	0	78	0	0	0	0	0	0	0	0	0	0	0	214
assemblage-529-57	0	0	0	59	57	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	286
assemblage-488-454	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	326
assemblage-384-286	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	144	0	0	0	0	281
assemblage-268-56	0	0	0	104	0	0	0	0	0	0	0	0	98	0	0	0	0	114	0	0	0	0	184
assemblage-375-563	92	0	0	0	0	0	0	0	70	0	62	0	0	0	0	0	0	0	0	0	0	0	276
assemblage-352-371	71	0	0	0	0	0	0	0	73	0	84	0	0	0	0	0	0	0	0	0	0	0	272
assemblage-309-342	0	0	0	0	0	0	54	105	0	0	0	0	0	0	54	49	0	0	0	0	0	0	238
assemblage-393-555	124	0	0	0	0	0	0	0	0	0	0	0	0	259	0	61	0	0	0	0	0	0	56
assemblage-453-137	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	146	0	0	0	0	267
assemblage-269-352	145	0	0	0	0	0	0	0	0	0	0	0	0	244	0	54	0	0	0	0	0	0	57
assemblage-453-131	66	0	0	0	0	0	0	0	101	0	63	0	0	0	0	0	0	0	0	0	0	0	270
assemblage-17-256	53	0	0	0	0	0	97	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	257
assemblage-358-466	0	0	0	0	0	0	59	89	0	0	0	0	0	0	48	62	0	0	0	0	0	0	242
assemblage-285-268	0	0	0	94	0	0	0	0	0	0	0	0	88	0	0	0	0	122	0	0	0	0	196
assemblage-77-82	0	60	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	127	0	0	0	0	257
assemblage-78-526	0	0	0	0	0	0	0	0	71	0	75	0	0	0	0	0	0	0	0	0	0	0	354
assemblage-480-161	78	0	0	0	0	0	0	0	78	0	92	0	0	0	0	0	0	0	0	0	0	0	252
assemblage-26-111	155	0	0	0	0	0	0	225	0	0	0	0	0	0	0	44	0	0	0	0	0	0	76
assemblage-122-448	0	0	0	88	0	0	0	0	0	0	0	0	71	0	0	0	0	128	0	0	0	0	213
assemblage-125-28	0	0	0	91	0	0	0	0	0	0	0	0	74	0	0	0	0	124	0	0	0	0	211
assemblage-81-432	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	331
assemblage-167-208	61	0	0	0	0	0	0	0	96	0	69	0	0	0	0	0	0	0	0	0	0	0	274
assemblage-501-462	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	151	0	0	0	0	284
assemblage-386-276	57	0	0	0	0	0	82	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	259
assemblage-362-305	0	0	0	0	0	0	0	0	80	0	118	0	0	0	0	0	0	0	0	0	0	0	302
assemblage-377-127	0	0	0	73	0	0	0	0	0	0	0	0	82	0	0	0	0	122	0	0	0	0	223
assemblage-100-242	0	69	0	0	0	0	0	0	66	0	42	0	0	0	0	0	0	113	0	0	0	0	210
assemblage-244-210	56	0	0	0	0	0	107	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	242
assemblage-361-309	91	0	0	0	0	0	0	0	83	0	69	0	0	0	0	0	0	0	0	0	0	0	257
assemblage-177-63	0	0	0	57	0	0	0	0	80	0	0	0	0	0	0	0	0	146	0	0	0	0	217
assemblage-155-546	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	316
assemblage-559-305	46	0	0	0	0	0	107	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	289
assemblage-297-90	0	65	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	137	0	0	0	0	249
assemblage-168-41	0	0	0	0	0	0	246	116	0	0	0	0	0	0	0	0	0	0	0	0	0	53	85
assemblage-286-565	0	0	0	74	0	0	0	0	0	0	0	0	88	0	0	0	0	132	0	0	0	0	206
assemblage-90-368	100	0	0	0	0	0	0	0	70	0	58	0	0	0	0	0	0	0	0	0	0	0	272
assemblage-435-444	60	0	0	0	0	0	100	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	259
assemblage-290-350	0	0	52	0	0	0	75	88	0	0	0	0	0	0	66	46	0	0	0	0	0	0	173
assemblage-545-471	133	0	0	0	0	0	0	198	0	0	0	0	0	0	0	78	0	0	0	0	0	0	91
assemblage-44-123	0	52	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	130	0	0	0	0	247
assemblage-328-435	0	0	0	83	0	0	0	0	0	0	0	0	72	0	0	0	0	123	0	0	0	0	222
assemblage-149-418	0	0	0	0	0	0	0	103	0	0	0	0	0	0	47	70	0	0	0	0	0	0	280
assemblage-175-441	0	0	0	0	0	0	0	0	0	0	135	0	0	0	85	120	0	0	0	0	0	0	160
assemblage-361-146	72	56	0	0	0	0	0	0	65	0	84	0	0	0	0	0	0	0	0	0	0	0	223
assemblage-467-77	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	65	0	0	0	0	0	0	299
assemblage-204-55	0	0	0	76	0	0	0	0	0	0	0	0	82	0	0	0	0	132	0	0	0	0	210
assemblage-126-456	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	210	154
assemblage-305-404	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	171	0	0	0	0	246
assemblage-131-485	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	341
assemblage-176-397	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	117	43	0	0	0	279
assemblage-328-1	0	0	0	119	0	0	0	0	0	0	0	0	54	0	0	0	0	118	0	0	0	0	209
assemblage-463-290	0	0	0	69	0	0	0	0	0	0	0	0	87	0	0	0	0	132	0	43	0	0	169
assemblage-276-227	0	0	0	0	0	0	96	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	310
assemblage-74-17	56	0	0	0	0	0	96	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	248
assemblage-123-50	0	0	0	86	0	0	0	0	0	0	0	0	67	0	0	0	0	133	0	0	0	0	214
assemblage-93-87	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	145	0	0	0	0	256
